4.7835137,46.0803111
5.3588286,45.9577810
4.9032127,45.9974646
5.6013809,45.7495376
5.3602467,46.0064627
5.3384684,45.9396055
5.6540580,45.7937748
5.8089891,45.9141368
1.6151327,48.9813368
5.5085597,46.0033448
5.4879170,45.8957089
5.6771975,46.2927404
5.6505903,45.7286349
4.9625357,46.4700719
5.4909749,45.9337985
5.5850683,45.8492558
4.8237965,45.9922531
5.6910923,45.8718799
4.8828056,46.3831773
5.1634096,46.2894455
4.9461789,46.3164917
4.9326271,46.3157419
5.0978134,45.8332534
4.9036521,46.1110678
5.2644399,46.4111299
5.6280735,46.2417166
5.1284294,45.8674327
5.8271184,46.1078402
5.6864380,45.7603057
5.7778868,46.2531143
5.4783382,45.8278233
5.2839175,46.3177682
5.7560702,45.8537404
5.0452549,46.3684301
5.3640351,45.9427780
-2.105118,47.44809007
5.0047407,45.8397390
5.7840379,46.0775541
5.0395141,45.9532481
4.9436563,46.2166277
5.2484154,45.8490455
5.4000000,46.1666670
5.0355667,45.8416221
0.7818578,49.2711796
5.4735668,46.1925941
4.9912694,46.0222471
5.2255015,46.2048263
5.1611810,45.8909206
5.6391995,46.2863834
5.4568744,46.0297344
4.9105814,46.4070331
5.6200550,45.6486301
5.3972281,45.8631203
5.6061519,46.0607872
2.8683819,43.7034571
5.4593180,45.7822680
5.1325127,46.2097578
5.5608855,45.8459469
5.4992473,46.1189125
5.4656313,46.0810300
5.2646035,46.1327183
4.8338919,46.0728232
3.2051982,47.3356869
5.3245578,46.1777574
5.7267773,45.8351947
5.1717598,45.9966464
4.8043327,46.0301660
5.5316890,45.9550399
5.4198412,46.1514458
5.9819449,46.1898629
5.6784451,45.9047598
5.5971340,46.0172651
5.8118435,46.1945781
-1.475948,48.43487399
4.8512347,46.0971976
5.0295343,46.1845377
5.0241156,46.0692115
5.6398082,45.9269329
5.6849976,46.1831392
5.2232211,45.8712656
-0.048924,45.08443277
1.3094749,48.0963247
5.8000978,46.1432276
5.2552794,45.9731511
4.9567179,46.1194131
4.9916697,46.4298036
5.4265920,46.2634804
5.0600670,46.1987882
5.7169000,45.8828723
5.6809598,45.8031017
5.2542512,45.8935464
5.6087950,45.8260972
6.1596926,45.5613178
4.9476957,46.3790139
6.8806951,48.2405037
5.8668460,46.2224064
4.8827220,45.9206670
5.9105482,46.7317783
5.4283420,45.9082456
3.9669942,48.8456817
4.6716715,46.6922362
5.6215188,45.7330260
5.4725641,45.8923583
4.6120383,44.5350097
5.0790349,46.1595504
-4.428171,48.05064767
4.6469120,46.5353346
5.6277413,45.8061063
5.6072116,45.7262645
5.8214437,45.9682516
3.0783555,46.9966064
5.4986367,46.0303471
5.6125263,45.9540542
4.8313612,46.2403031
5.2975282,45.9650657
5.4824610,46.2438164
5.3693357,46.3305723
-0.822535,48.84964368
5.2133057,45.9620094
5.1644203,46.3081831
5.8082635,46.1355413
5.7629848,45.7778617
4.8932696,46.2780159
4.8818396,46.2239996
5.3888772,46.3007149
5.7807981,45.8499232
5.1570585,46.4745192
5.0897274,46.2707288
5.0752873,45.8507426
6.1431482,46.3574378
5.9070617,48.3358007
5.2054102,46.0722069
4.9048198,46.1428610
5.2954622,46.4195522
5.6602279,46.3190912
5.6867499,46.3629778
5.3670155,46.2182195
5.3172747,46.0593243
6.0395769,46.3091498
5.1862965,46.3346242
5.4998461,45.9607455
5.1250671,45.9025515
4.7614060,46.0184509
2.9108030,45.1340399
4.8874864,46.3362447
6.1096625,46.2567659
5.6646875,45.9276529
5.7343758,45.8089787
5.1750502,46.3699550
4.7735194,45.9915431
4.8408362,46.2060297
4.7862806,46.1191433
5.5577715,46.1894077
5.6171639,46.2557261
5.4499061,46.3099355
6.0578966,46.3321874
-1.557222,48.83770199
4.9389205,46.4199993
5.6741549,46.0344760
5.4318692,46.2016321
2.5043926,45.4139072
4.8514248,46.2549872
6.1146016,46.3302982
5.6073565,46.2214745
5.5666211,45.7129077
4.7796999,46.1086870
5.4173103,46.1595031
5.6025460,45.9766090
5.5338940,45.9022034
5.6942451,45.9979740
4.8883527,46.1898070
5.7721119,46.0581031
5.5721737,45.7840569
5.5250801,46.0382459
5.5548252,46.2197756
5.6412305,45.6520131
4.7583192,45.9818054
4.7017093,46.1166709
0.5324635,45.7729943
5.3346926,46.1446254
0.5315400,49.6855332
5.4089420,46.0400982
5.4826970,46.0912194
5.3469406,45.9038085
4.8927158,46.2456063
5.1941796,46.1508207
5.8349311,46.1248971
5.5414248,46.0576348
5.4798764,46.4310255
5.7710805,45.8093308
5.8840409,46.0984010
5.9436428,46.3049196
5.9780956,46.7432170
5.1440071,46.4072927
5.2960265,45.9231044
5.4752927,46.1565382
5.5345677,45.7463656
5.6883380,45.9544675
5.7278581,45.9306604
5.5199399,45.8028158
5.6602189,45.9617045
5.2301145,45.9279863
5.2057697,45.7742303
3.3857404,47.1610084
5.6614126,45.9041870
5.7193109,45.7764053
5.5387922,46.1299311
5.1463944,46.3231716
5.0987704,46.4254373
4.9069943,46.3590961
5.2588653,46.3429141
5.5419673,45.7869578
5.7195839,45.7968863
5.0744104,46.0650450
5.4806686,46.2750177
5.6100544,46.2087239
4.8320817,45.9082533
5.7664965,45.7544234
5.5536758,46.2619307
5.3519860,46.2454743
1.7096846,45.9786637
5.1909742,45.9024230
5.3881370,46.1595720
5.0474216,46.2335014
5.9962714,46.3662537
4.9310673,45.8962884
4.8110310,45.9736667
6.0917209,46.2641293
4.8112842,46.1400751
5.2448596,45.9452051
5.2858511,46.1710538
5.4685013,45.7931111
5.8006982,46.1656032
-1.361608,48.66442806
5.1119627,46.2125184
5.0726666,45.9299907
4.9404009,45.9565361
5.0558661,45.8512854
4.7588361,46.0807545
5.1229383,46.1976715
5.1272978,46.3380570
5.6616264,45.6418049
5.6071520,46.1517727
5.4964150,46.2066226
5.7633753,45.7303311
5.0027769,46.1620752
5.3713042,46.0815006
5.6338591,46.1400829
5.0638566,45.8262773
5.4459463,45.9927764
5.7781561,46.1089245
5.4743032,45.9596339
5.5369187,45.8328166
6.0965081,46.2722819
5.5477935,46.0668596
5.6558376,46.2574908
4.9151889,46.3921781
4.8243830,45.9155599
5.7416888,45.7431826
5.6871304,45.9295969
5.9258391,46.1889430
5.2032338,46.1796303
5.1781234,45.9035317
4.9796331,46.2452777
5.6659376,46.0314608
5.5123221,46.1547124
4.8163856,46.1266566
5.2987957,46.3709279
4.7060830,46.1341664
